category,year,sales,emp,Export,gdp,inputs,n_firms,n_firms_export,n_new_firms,gdp_per_worker,sales_per_worker,export_share,avg_employment,TFP
micro domestic,2022,2.436235508883561e10,526313.0,4.61240847e8,5.647464174943512e9,7.217772385142131e6,388411,596,27242,10730.238802658327,46288.71999900365,0.018932522956755116,1.3550414380643185,782.4386630103331
small domestic,1990,3.8126755861750712e9,103060.0,3.105329468322735e8,6.75509057663713e8,920966.9744092938,4477,627,1859,6554.522197396788,36994.71750606512,0.08144751364587104,23.019879383515747,733.4780469158331
small domestic,1991,4.0232094942429686e9,148896.0,2.9935238101580226e8,7.561328564572549e8,1.3692598156188051e6,6719,1063,1694,5078.2617159443835,27020.265784460084,0.07440636174779415,22.160440541747285,552.2201468503173
small domestic,1992,4.618452855806101e9,190202.0,3.581551971552469e8,1.1998809720586042e9,1.9802394468191687e6,9133,1738,2791,6308.456125900907,24281.831188978565,0.07754873944528655,20.825796561918317,605.9272145022444
small domestic,1993,5.754074139117367e9,232282.0,4.13100310364928e8,1.556675559559332e9,2.6974262198750502e6,11253,1952,1421,6701.662460110262,24771.932991438713,0.0717926638373649,20.64178441304541,577.0966219908101
small domestic,1994,7.245152450720234e9,262936.0,4.5123334830483973e8,1.7454305220943046e9,3.156776511502421e6,12960,2232,985,6638.233342312596,27554.813531506654,0.062280725129528924,20.28827160493827,552.9154552862511
small domestic,1995,7.370760761373773e9,268998.0,5.585035608850942e8,1.6732386939943092e9,3.2252399737609904e6,13432,2351,784,6220.264440606656,27400.80134935491,0.07577285153683369,20.02665276950566,518.7950997776844
small domestic,1996,7.850105042214645e9,281980.0,5.749496953386855e8,1.6543614581950736e9,3.4352086973934616e6,14159,2695,868,5866.9460890668615,27839.226335962285,0.07324101935538975,19.915248251995198,481.5897966986273
small domestic,1997,8.838122754770618e9,305776.0,6.364688393270929e8,1.7709983769182265e9,3.834090517930759e6,15540,2943,886,5791.816156003828,28903.91252018019,0.0720140302400237,19.676705276705277,461.9083374886063
small domestic,1998,1.0195164234284071e10,332417.0,7.792275426794409e8,1.9565381286672664e9,4.32757598800255e6,16980,3280,669,5885.794434903349,30669.803994031805,0.07643109269972051,19.576972909305066,452.109479785318
small domestic,1999,1.0377703047704384e10,348590.0,6.987225533409332e8,2.073006052552288e9,4.717079720671916e6,17868,3423,534,5946.831672028136,29770.512773471368,0.06732921053233405,19.509178419520932,439.4680979139785
small domestic,2000,1.2039284020624592e10,366992.0,8.19112569924094e8,2.2747183945864143e9,5.092911377881015e6,18803,3633,653,6198.27787686493,32805.30371404443,0.06803665139229756,19.517736531404562,446.6440167142367
small domestic,2001,1.306136417903735e10,377038.0,8.736866594337263e8,1.9519207371747925e9,5.481109417625336e6,19349,3739,585,5176.986768375582,34642.03655609607,0.06689091946735068,19.486174996123832,356.117820034407
small domestic,2002,1.392031980950158e10,386727.0,1.0103408939179642e9,2.1832529548870897e9,5.927419317745467e6,19973,3989,570,5645.46296195272,35995.21059947089,0.07258029325075828,19.36248936063686,368.3311130614435
small domestic,2003,1.4637709775881102e10,396082.0,1.0294870977009656e9,2.247737746132955e9,6.279261981956679e6,20556,4052,555,5674.930307696272,36956.26101635798,0.07033115927720303,19.268437439190503,357.9620905437263
small domestic,2004,1.6308132360460775e10,410570.0,9.988414021612732e8,2.5008096515638885e9,6.624488520612917e6,21249,4219,548,6091.067665839902,39720.71111006838,0.0612480558830252,19.321850440020707,377.5098475576355
small domestic,2005,1.6231573404562834e10,422379.0,8.892904853582488e8,2.428377019361452e9,6.885143747903603e6,21901,4459,518,5749.284456285592,38428.93089988573,0.05478769452555115,19.285831697182775,352.69808565737605
small domestic,2006,1.5372556144207697e10,437732.0,1.0568863243046497e9,2.619089168256139e9,7.068214675749596e6,22754,4703,497,5983.3166600937075,35118.64826927823,0.06875150198770809,19.237584600509802,370.54465496669144
small domestic,2007,1.4900766066438915e10,435363.0,1.2213933858442073e9,2.673093475214464e9,7.004869480374921e6,22713,5152,442,6139.918815366635,34226.07356720464,0.08196849614297072,19.16800950997226,381.60503671103265
small domestic,2008,1.4940874219072233e10,430708.0,1.1610936968369598e9,2.738422988241031e9,6.942355052827807e6,22566,5419,492,6357.957103747855,34689.10310250154,0.07771256753870584,19.08659044580342,394.4515899004039
small domestic,2009,1.2773888533014725e10,397964.0,9.842962078488882e8,2.338546336799165e9,6.460222714859715e6,20980,5401,430,5876.276087282178,32098.10066492126,0.07705533090451883,18.968732125834126,361.99159688722074
small domestic,2010,1.276927949009142e10,402698.0,1.2382244456591353e9,2.3015604710185122e9,6.413738837221365e6,21532,5565,572,5715.351134146463,31709.319366104177,0.09696901431439109,18.70230354820732,358.848485950454
small domestic,2011,1.3720203045988365e10,398043.0,2.3396074402409706e9,2.441313299569961e9,6.28334709153025e6,21359,5875,459,6133.290372070256,34469.14792117526,0.17052280001971587,18.635844374736646,388.5370749072215
small domestic,2012,1.2937442122742378e10,380724.0,2.168055348441532e9,2.2367875579713306e9,6.067986491566608e6,20233,5832,282,5875.089455803497,33981.15727598569,0.16757990705368,18.81698215786092,368.62105099938117
small domestic,2013,1.3709066342128109e10,402077.96817207336,1.9057250259429374e9,2.5388560080063353e9,6.503063206250348e6,21422,6138,483,6314.337538931767,34095.54222643001,0.13901202156171816,18.76939446233187,390.4092467633009
small domestic,2014,1.4633653073166016e10,422880.5833339691,1.5042596814372368e9,2.9197158500922756e9,6.91522755122974e6,22624,6509,268,6904.350696533247,34604.69373598342,0.10279454309297682,18.691680663630176,422.2154409905225
small domestic,2015,1.5386732089101152e10,448350.0,1.5055577413013437e9,3.10957027535941e9,7.294804692219774e6,23866,6809,293,6935.586651855492,34318.57274250285,0.09784779071884743,18.786139277633453,426.271902615282
small domestic,2016,1.5656208060618721e10,464319.0,1.590378384213667e9,3.2611763263871193e9,7.640644876416141e6,24609,6902,358,7023.568551765315,33718.6461476242,0.10158132659299984,18.867853224430085,426.8195131608813
small domestic,2017,1.733685707686397e10,475414.0,1.6283251939507518e9,3.733356084280528e9,7.925237907555904e6,25239,6539,303,7852.852638501449,36466.86272777826,0.09392274428585738,18.836483220412852,471.0717997148268
small domestic,2018,1.9546158641758205e10,496244.0,8.370670945021064e8,4.1936141389223776e9,8.427113439754445e6,26194,1085,302,8450.710011450774,39388.20145283007,0.04282514584291796,18.94494922501336,497.63352171566044
small domestic,2019,2.0769958730559452e10,516444.0,8.22208782554986e8,4.628546114801616e9,8.831771522147547e6,27233,1069,286,8962.338830157027,40217.252462143915,0.03958644276674686,18.963904086953328,524.0790144077607
small domestic,2020,2.0405808686683475e10,503273.0,9.626891951762457e8,4.5272517086152115e9,8.852436610171784e6,26665,1097,253,8995.618101140359,40546.201935497185,0.04717721360410883,18.87391711981999,511.4130615081986
small domestic,2021,2.206422656076638e10,520916.0,9.28733670175122e8,5.073039359063763e9,9.150210982422372e6,27510,1135,256,9738.689844550297,42356.592158364074,0.04209228307266182,18.935514358415123,554.4177471764434
small domestic,2022,2.264660933e10,530929.0,1.096469885e9,5.161316732e9,9.034222106905444e6,27969,1227,306,9721.293679569208,42654.68514622482,0.0484165143232945,18.982766634488183,571.3072659631503
state,1980,0.0,3.619138e6,0.0,0.0,0.0,4738,0,4738,0.0,0.0,NaN,763.8535246939637,NaN
state,1981,0.0,3.594425e6,0.0,0.0,0.0,4710,0,91,0.0,0.0,NaN,763.1475583864119,NaN
state,1982,0.0,3.536572e6,0.0,0.0,0.0,4629,0,100,0.0,0.0,NaN,764.00345647008,NaN
state,1983,0.0,3.452722e6,0.0,0.0,0.0,4609,0,137,0.0,0.0,NaN,749.1260577131699,NaN
state,1984,0.0,3.38983e6,0.0,0.0,0.0,4511,0,127,0.0,0.0,NaN,751.4586566171581,NaN
state,1985,0.0,3.342632e6,0.0,0.0,0.0,5412,0,984,0.0,0.0,NaN,617.6334072431633,NaN
state,1986,0.0,3.297214e6,0.0,0.0,0.0,5998,0,726,0.0,0.0,NaN,549.7189063021007,NaN
state,1987,1.07962059693244e11,3.233912e6,1.1273000728552402e10,1.8048628387430008e10,5.719369106035131e7,6785,1381,970,5581.051181179329,33384.352973502064,0.10441631773775652,476.62667649226233,315.5702675035421
state,1988,1.0177244503985168e11,3.143422e6,1.1993066209838009e10,1.785298494229737e10,5.55000809522907e7,7628,1614,1195,5679.474452458935,32376.32269541019,0.11784197780786153,412.08993183009966,321.6749351707119
state,1989,1.075096387049885e11,3.243288e6,1.2729886660462873e10,2.066804642375745e10,5.6942073119300395e7,14157,2639,6863,6372.559706001271,33148.34782017153,0.11840693368335356,229.09429963975418,362.96617407054083
state,1990,6.3522006489837326e10,1.803548e6,7.556140861252127e9,1.3072428612047522e10,3.407991432403947e7,3967,1189,1282,7248.173384932102,35220.5799290273,0.11895312000985057,454.63776153264433,383.5816160730904
state,1991,3.668133677247932e10,1.412357e6,4.395686146188968e9,8.214056639548151e9,2.6961211370865658e7,4481,1255,1104,5815.850128224061,25971.717329598196,0.11983440443988651,315.1879044856059,304.66200225796524
state,1992,3.3144412513591434e10,1.122302e6,4.1432811704381304e9,1.0522596309694424e10,2.417371463838046e7,5568,1465,1883,9375.904444342454,29532.525571184437,0.12500692744935837,201.5628591954023,435.29083002360596
state,1993,2.7527763665554073e10,824121.0,3.56838483029042e9,9.305743574916832e9,2.063056964519409e7,3791,906,654,11291.71999611323,33402.57518684037,0.12962857693941904,217.38881561593246,451.0657599357472
state,1994,2.6112842286923714e10,658549.0,3.41928033202733e9,8.698686676251257e9,1.7123594178516135e7,2934,625,503,13208.86779305907,39652.08706857609,0.13094248011981335,224.45432856169052,507.99420878386246
state,1995,2.2782228302341885e10,519204.0,3.1601427065596147e9,7.764341608511909e9,1.2960627140416436e7,2338,440,254,14954.31777973958,43879.14635161109,0.13871086992112927,222.07185628742516,599.0714434102943
state,1996,1.894273044537326e10,435670.0,2.426202115403159e9,6.457732460266711e9,1.0436903904566996e7,2172,362,344,14822.531871064593,43479.53828671532,0.12808090799791516,200.58471454880294,618.7402432095716
state,1997,8.262580617778546e9,355214.0,8.773854737991523e8,2.869264678998451e9,7.647374713181609e6,1961,271,323,8077.566421927208,23260.85294436184,0.10618782610257224,181.1392146863845,375.19603610540537
state,1998,7.8962300868436e9,336198.0,7.512312379780927e8,2.8079022510311055e9,7.268300733102454e6,1983,250,247,8351.930264401053,23486.84432044093,0.09513796200414243,169.54009077155825,386.3216939061023
state,1999,7.875252782540728e9,323397.0,6.714136504464642e8,2.9606400983116927e9,7.085668298171326e6,1971,240,214,9154.816211380108,24351.656887790326,0.08525613957877953,164.07762557077626,417.8349837623329
state,2000,8.057464278260177e9,309292.0,7.798398923818945e8,2.9354052266825314e9,6.82345509467135e6,1987,226,287,9490.724708956363,26051.31810153569,0.09678477812008159,155.6577755410166,430.193382378215
state,2001,8.314044957040192e9,307119.0,7.833285920712451e8,2.2635401646330256e9,6.773225705576467e6,2132,207,352,7370.238131255395,27071.086311951367,0.09421750737683175,144.05206378986867,334.18938966841597
state,2002,7.958504117998649e9,297649.0,4.696242490725508e8,2.3224692573910074e9,6.787460649370206e6,2267,198,329,7802.711439954468,26737.88293593679,0.05900911051996147,131.29642699603,342.17056677986113
state,2003,8.498929251695247e9,292307.0,4.004197864490264e8,2.3996023297480316e9,6.829876284857612e6,2268,187,318,8209.185307734784,29075.35314479382,0.047114145157656925,128.8831569664903,351.33906232945156
state,2004,7.461423465795303e9,278358.0,3.688230146300217e8,2.3839543429870596e9,6.530828505584115e6,2178,178,258,8564.346427934744,26805.133913145313,0.04943065037399125,127.80440771349862,365.03092080104153
state,2005,7.136793854110631e9,263303.0,3.45370883289495e8,2.1557196430775247e9,6.1386530353648765e6,2149,164,249,8187.22021047054,27104.871019740112,0.048393002565230214,122.52349930200093,351.1714427673937
state,2006,7.4397655784217205e9,262315.0,3.476894340115564e8,2.153366259534848e9,6.058447672311833e6,2170,181,228,8209.085487047436,28361.95253196241,0.04673392331338961,120.88248847926268,355.4320142725849
state,2007,7.369983385430193e9,253128.0,3.7331685366801345e8,2.109926892216171e9,5.914852032767739e6,2188,176,292,8335.414858159394,29115.638670673306,0.05065368999420378,115.68921389396709,356.71676662871175
state,2008,7.381688715160488e9,250467.0,3.4518505677481115e8,1.9152444540183625e9,5.603620168448595e6,2342,165,375,7646.693792069864,29471.701721825582,0.046762342614891254,106.94577284372332,341.78698706279596
state,2009,6.477814526165768e9,257566.0,3.497345193018439e8,1.9091635612261198e9,5.6620187653310085e6,2449,171,372,7412.327563522048,25150.11502358917,0.0539895852048812,105.17190690077582,337.18778413736106
state,2010,6.334083737677032e9,258089.0,3.5607310823459464e8,1.860445885276451e9,5.593714790361531e6,2551,173,375,7208.543894844224,24542.246037905654,0.05621540904433657,101.171697373579,332.5957713257324
state,2011,7.102882313571188e9,259736.0,8.24127107945509e8,1.8582121844344478e9,5.502460620724425e6,2604,176,425,7154.234239514152,27346.54539059348,0.11602713821836565,99.74500768049155,337.7056761543539
state,2012,6.795857941769745e9,268464.0,9.916511933350682e8,2.1178132246965241e9,5.716513044005198e6,2546,185,279,7888.630224896166,25313.85191969778,0.14591994150437276,105.44540455616654,370.4729103902659
state,2013,8.519574830625051e9,253326.4949887991,1.4302209777256875e9,2.1126980280867472e9,5.732292757017498e6,2576,185,334,8339.822600001475,33630.80845926418,0.16787468930779464,98.34103066335369,368.56073435893046
state,2014,7.40479729730722e9,239362.0,9.992390759353305e8,1.8514919040222287e9,5.619260730524093e6,2417,194,165,7735.112106442245,30935.559100054397,0.13494482506613747,99.03268514687629,329.49030002555963
state,2015,8.406040404498423e9,250664.0,1.2785470148762932e9,1.9679538163731928e9,5.894650151448445e6,2400,192,172,7850.963107479306,33535.09241254597,0.15209860449779533,104.44333333333333,333.85421794533863
state,2016,8.834558831247719e9,248857.0,1.1335227183123095e9,2.0111733899821615e9,6.071657483449941e6,2375,197,166,8081.642830951758,35500.54381129612,0.12830552605559142,104.7818947368421,331.2395989833413
state,2017,1.055799569051087e10,255553.0,1.629111908651944e9,2.076699545576796e9,6.755904482898083e6,2316,197,107,8126.2968760953545,41314.30932335316,0.15430124773740234,110.34240069084629,307.39030589223984
state,2018,1.0761811855088093e10,246133.0,2.0610894505669086e9,2.062466428204433e9,6.57926318359863e6,2213,156,52,8379.479501750813,43723.56350057933,0.19151881470520626,111.22141888838681,313.4798488295668
state,2019,1.0206812555427984e10,242936.0,1.9624592365319083e9,1.9447757620382705e9,6.015525653308796e6,2203,157,47,8005.3008283592,42014.40937295413,0.19226954799794693,110.27507943713118,323.29273851048424
state,2020,8.99551134025732e9,239018.0,1.6651123924344568e9,1.7040208232269602e9,6.05777316807313e6,2183,151,72,7129.257307930617,37635.28830572309,0.1851048072145308,109.49060925332111,281.2949207487376
state,2021,1.5418401393265747e10,253862.0,4.500529653574614e9,2.3960686325923877e9,7.210564331459586e6,2185,152,73,9438.46906032564,60735.365644585436,0.2918934031345362,116.18398169336385,332.2997372256115
state,2022,1.9938505561e10,235114.0,6.397082641e9,1.584391199e9,6.264869919628465e6,2175,161,58,6738.821163350545,84803.56576384223,0.32084062777065825,108.0983908045977,252.9008932868572
